"","exp_name","cell_name","Menthol.400uM","AITC.100uM","Capsaicin.300nM","K.40mM"
"X.8446","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.844",0,0,0,0
"X.8456","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.845",0,0,0,0
"X.8466","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.846",0,0,0,0
"X.8476","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.847",0,0,1,0
"X.8486","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.848",0,0,0,0
"X.8496","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.849",0,0,0,0
"X.8506","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.850",0,0,0,0
"X.85110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.851",1,1,0,0
"X.8526","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.852",0,0,0,0
"X.8536","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.853",0,0,0,1
"X.8546","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.854",0,0,0,0
"X.8556","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.855",0,0,1,1
"X.8566","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.856",1,1,0,0
"X.8576","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.857",0,0,0,0
"X.8586","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.858",0,0,0,0
"X.8596","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.859",0,0,0,0
"X.8606","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.860",0,0,0,0
"X.86110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.861",0,0,0,0
"X.8626","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.862",0,0,1,0
"X.8636","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.863",0,0,0,0
"X.8646","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.864",1,0,0,0
"X.8656","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.865",0,0,0,0
"X.8666","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.866",0,0,0,0
"X.8676","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.867",0,0,0,0
"X.8686","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.868",1,0,0,0
"X.8696","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.869",0,0,0,0
"X.8706","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.870",0,0,0,0
"X.87110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.871",0,1,0,1
"X.8726","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.872",0,0,1,0
"X.8736","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.873",0,0,0,0
"X.8746","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.874",0,0,0,0
"X.8756","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.875",0,0,0,0
"X.8766","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.876",0,0,0,0
"X.8776","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.877",0,0,0,0
"X.8786","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.878",0,0,0,0
"X.8796","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.879",0,0,0,0
"X.8806","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.880",0,0,0,0
"X.88110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.881",0,0,0,0
"X.8826","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.882",0,1,1,0
"X.8836","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.883",0,0,0,0
"X.8846","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.884",0,0,0,0
"X.8856","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.885",0,0,0,0
"X.8866","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.886",0,0,1,0
"X.8876","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.887",0,0,0,0
"X.8886","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.888",0,0,0,0
"X.8896","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.889",0,0,0,0
"X.8906","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.890",0,0,0,0
"X.89110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.891",0,0,0,0
"X.8926","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.892",0,0,0,0
"X.8936","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.893",1,0,0,0
"X.8946","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.894",0,0,0,0
"X.8956","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.895",0,0,0,0
"X.8966","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.896",0,0,0,0
"X.8976","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.897",0,0,1,0
"X.8986","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.898",1,1,0,0
"X.8996","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.899",1,0,0,0
"X.9006","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.900",0,0,0,0
"X.90110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.901",0,0,0,0
"X.9026","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.902",0,0,0,0
"X.9036","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.903",1,1,0,0
"X.9046","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.904",1,0,0,0
"X.9056","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.905",0,0,0,0
"X.9066","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.906",0,0,0,0
"X.9076","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.907",0,0,0,0
"X.9086","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.908",0,0,1,0
"X.9096","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.909",0,1,0,1
"X.91010","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.910",1,0,0,0
"X.91110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.911",0,0,0,0
"X.9127","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.912",0,0,0,0
"X.9136","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.913",0,0,0,0
"X.9146","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.914",0,0,0,0
"X.9156","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.915",1,0,0,0
"X.9166","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.916",0,0,0,0
"X.9176","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.917",1,1,0,0
"X.9186","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.918",0,0,0,1
"X.9196","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.919",0,0,0,0
"X.9206","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.920",0,0,0,0
"X.92110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.921",0,0,0,0
"X.9226","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.922",0,0,0,0
"X.9236","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.923",0,0,0,0
"X.9246","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.924",0,0,1,0
"X.9256","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.925",0,1,0,0
"X.9266","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.926",0,0,0,0
"X.9276","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.927",0,0,0,0
"X.9286","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.928",0,0,1,0
"X.9296","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.929",1,1,0,0
"X.9306","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.930",0,0,0,0
"X.93110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.931",0,0,0,0
"X.9326","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.932",1,1,0,0
"X.9336","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.933",0,0,0,0
"X.9346","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.934",0,0,0,0
"X.9356","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.935",0,0,0,0
"X.9366","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.936",0,0,0,0
"X.9376","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.937",0,0,0,0
"X.9386","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.938",0,0,0,0
"X.9396","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.939",0,0,0,0
"X.9406","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.940",0,0,0,0
"X.94110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.941",1,0,0,1
"X.9426","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.942",1,1,0,0
"X.9436","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.943",0,0,0,0
"X.9446","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.944",0,1,0,1
"X.9456","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.945",0,0,0,0
"X.9466","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.946",0,0,0,0
"X.9476","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.947",0,0,0,0
"X.9486","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.948",0,0,1,0
"X.9496","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.949",0,0,0,0
"X.9506","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.950",0,0,0,0
"X.95110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.951",0,0,1,0
"X.9526","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.952",0,0,0,0
"X.9536","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.953",0,0,0,0
"X.9546","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.954",0,0,0,1
"X.9556","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.955",0,0,0,0
"X.9566","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.956",1,0,1,0
"X.9576","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.957",0,0,1,0
"X.9586","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.958",0,0,0,0
"X.9596","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.959",0,0,0,0
"X.9606","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.960",1,1,0,0
"X.96110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.961",0,0,0,0
"X.9626","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.962",0,0,0,0
"X.9636","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.963",0,0,0,0
"X.9646","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.964",0,0,0,0
"X.9656","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.965",0,0,0,0
"X.9666","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.966",0,1,0,0
"X.9676","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.967",0,0,0,0
"X.9686","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.968",0,0,0,0
"X.9696","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.969",0,0,0,0
"X.9706","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.970",0,0,0,0
"X.97110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.971",0,0,0,0
"X.9726","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.972",0,0,1,0
"X.9736","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.973",0,0,0,0
"X.9746","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.974",0,0,0,0
"X.9756","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.975",0,0,1,0
"X.9766","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.976",0,0,0,0
"X.9776","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.977",0,0,0,0
"X.9786","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.978",0,0,0,0
"X.9796","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.979",0,0,0,0
"X.9806","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.980",0,0,0,0
"X.98110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.981",0,0,0,0
"X.9826","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.982",0,0,1,0
"X.9836","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.983",0,0,0,0
"X.9846","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.984",0,0,1,0
"X.9856","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.985",0,0,0,0
"X.9866","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.986",0,0,0,0
"X.9876","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.987",0,0,1,0
"X.9886","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.988",0,0,0,0
"X.9896","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.989",0,0,0,0
"X.9906","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.990",0,0,0,0
"X.99110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.991",0,0,0,0
"X.9926","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.992",0,0,1,0
"X.9936","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.993",0,0,1,0
"X.9946","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.994",0,0,0,0
"X.9956","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.995",0,0,0,0
"X.9966","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.996",0,0,0,0
"X.9976","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.997",0,0,0,0
"X.9986","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.998",0,0,0,0
"X.9996","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.999",0,0,0,0
"X.10006","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1000",0,0,0,0
"X.100110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1001",0,0,0,0
"X.10026","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1002",0,0,0,0
"X.10036","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1003",0,0,0,0
"X.10046","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1004",0,0,0,0
"X.10056","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1005",0,0,0,1
"X.10066","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1006",0,0,0,0
"X.10076","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1007",0,0,0,0
"X.10086","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1008",0,0,0,0
"X.10096","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1009",0,0,0,0
"X.101010","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1010",0,0,1,0
"X.101110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1011",0,0,1,0
"X.10127","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1012",0,0,0,0
"X.10136","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1013",1,1,0,0
"X.10146","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1014",0,0,0,0
"X.10156","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1015",0,0,0,0
"X.10166","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1016",0,0,1,0
"X.10176","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1017",0,0,0,0
"X.10186","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1018",0,0,0,0
"X.10196","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1019",0,0,0,0
"X.10206","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1020",0,0,0,0
"X.102110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1021",0,0,0,0
"X.10226","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1022",0,0,0,0
"X.10236","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1023",0,0,0,0
"X.10246","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1024",0,0,0,0
"X.10256","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1025",0,0,0,0
"X.10266","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1026",0,0,0,0
"X.10276","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1027",0,0,0,1
"X.10286","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1028",0,0,0,0
"X.10296","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1029",0,0,0,0
"X.10306","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1030",0,0,0,0
"X.103110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1031",0,0,0,0
"X.10326","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1032",0,0,0,0
"X.10336","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1033",0,0,0,0
"X.10346","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1034",0,0,0,1
"X.10356","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1035",0,0,0,0
"X.10366","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1036",0,0,0,0
"X.10376","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1037",0,1,0,0
"X.10386","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1038",0,1,1,0
"X.10396","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1039",0,0,0,0
"X.10406","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1040",0,0,1,0
"X.104110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1041",0,0,0,0
"X.10426","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1042",0,0,0,0
"X.10436","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1043",0,0,0,0
"X.10446","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1044",0,0,0,0
"X.10456","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1045",0,0,0,0
"X.10466","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1046",1,0,0,0
"X.10476","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1047",0,0,0,0
"X.10486","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1048",1,1,0,0
"X.10496","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1049",1,1,0,0
"X.10506","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1050",0,0,0,0
"X.105110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1051",0,0,0,0
"X.10526","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1052",0,0,0,0
"X.10536","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1053",0,0,1,0
"X.10546","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1054",0,0,1,0
"X.10556","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1055",0,0,1,1
"X.10566","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1056",0,0,0,0
"X.10576","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1057",0,0,0,0
"X.10586","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1058",0,0,0,1
"X.10596","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1059",0,0,1,0
"X.10606","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1060",0,1,0,0
"X.106110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1061",0,0,0,0
"X.10626","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1062",0,0,1,0
"X.10636","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1063",0,0,0,0
"X.10646","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1064",0,0,0,0
"X.10656","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1065",0,0,0,1
"X.10666","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1066",0,0,0,0
"X.10676","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1067",1,0,1,0
"X.10686","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1068",1,0,0,1
"X.10696","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1069",0,0,1,0
"X.10706","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1070",1,0,1,1
"X.107110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1071",0,0,0,0
"X.10726","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1072",0,0,0,0
"X.10736","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1073",0,0,0,1
"X.10746","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1074",1,0,0,0
"X.10756","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1075",0,0,0,0
"X.10766","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1076",0,0,0,0
"X.10776","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1077",0,0,0,0
"X.10786","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1078",0,0,0,0
"X.10796","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1079",0,0,0,1
"X.10806","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1080",0,0,0,1
"X.108110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1081",0,0,0,0
"X.10826","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1082",0,1,0,0
"X.10836","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1083",0,0,0,0
"X.10846","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1084",0,0,1,0
"X.10856","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1085",0,0,0,0
"X.10866","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1086",0,0,0,0
"X.10876","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1087",0,0,0,0
"X.10886","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1088",0,0,0,0
"X.10896","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1089",0,0,0,0
"X.10906","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1090",0,0,0,0
"X.109110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1091",0,0,0,0
"X.10926","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1092",0,0,0,0
"X.10936","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1093",0,0,0,0
"X.10946","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1094",0,0,0,0
"X.10956","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1095",0,0,0,0
"X.10966","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1096",0,0,0,0
"X.10976","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1097",0,0,0,0
"X.10986","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1098",0,0,0,0
"X.10996","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1099",0,0,0,0
"X.110010","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1100",0,0,0,0
"X.110110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1101",0,0,0,0
"X.11027","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1102",0,0,1,1
"X.11036","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1103",0,0,0,0
"X.11046","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1104",0,0,0,0
"X.11056","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1105",0,0,0,0
"X.11066","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1106",0,0,0,0
"X.11076","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1107",0,0,0,0
"X.11086","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1108",0,0,0,0
"X.11096","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1109",0,0,0,0
"X.111010","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1110",0,0,0,0
"X.111110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1111",0,0,0,0
"X.11127","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1112",0,0,0,0
"X.11136","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1113",0,0,0,0
"X.11146","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1114",0,0,0,0
"X.11156","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1115",0,0,1,0
"X.11166","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1116",0,0,0,0
"X.11176","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1117",0,0,0,0
"X.11186","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1118",0,0,0,0
"X.11196","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1119",0,0,0,0
"X.11206","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1120",0,0,0,0
"X.112110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1121",0,0,1,0
"X.11226","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1122",0,0,0,0
"X.11236","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1123",0,0,0,0
"X.11246","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1124",0,0,0,0
"X.11256","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1125",0,0,0,0
"X.11266","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1126",0,0,0,0
"X.11276","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1127",0,1,0,1
"X.11286","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1128",1,0,0,0
"X.11296","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1129",0,1,0,1
"X.11306","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1130",0,0,0,0
"X.113110","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1131",0,0,0,0
"X.11326","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1132",0,1,0,1
"X.11336","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1133",0,0,0,1
"X.11346","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1134",0,0,0,0
"X.11356","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1135",1,0,0,0
"X.11366","RD.190304.51.m.m3.p3.sham.ipsi.Rdata","X.1136",0,0,0,0
